|character|text|type
216||"The men, LAUGH.  They delight in baiting her.
Researcher #2 opens a Budweiser and pours the beer into a medieval
mug he's borrowed from the collection."|stage direction
217|RESEARCHER #2|"The cops bought it.  They let him
go."|speech
218|BRENNA|"What could they hold him for?  I
think they're just waiting for
something concrete before they
haul him in for real.  We should
look into it.  He had to have
gotten that sword from somewhere."|speech
219|SUPERVISOR|"Hang on a sec, you did your little
favor for the boys downtown, I'm
sure your uncle and the rest are
perfectly capable of taking it
from here."|speech
220|BRENNA|"I've seen nobleman swords that
weren't as well preserved.  It's
just a hunk of peasant iron.  Why
would he be carrying it around
in an alley?"|speech
221|RESEARCHER #1|"Here we go.  Everytime there's a
murder in town we have to put up
with junior D.A."|speech
222|RESEARCHER #2|Must be genetic.|speech
223|BRENNA|"Someone should check him out.
Maybe a collection somewhere
got knocked over.  He has one,
he might have two."|speech
224|SUPERVISOR|"You see that desk?  _Your_ desk?  You see
the crap piled up on it?"|speech
225|BRENNA|Give it a rest Ned, huh?|speech
226|RESEARCHER #2|"Might be interesting to see what
his family connections are.  That's
a hell of a piece to be just chuck-
ing around in an alley."|speech
227||(sighs)|unknown
228|SUPERVISOR|"I swear to God Brenna, between you
and Thompson's novels I'm going to
get a bloody ulcer."|speech
229||Researcher #2 lifts the mug of beer to his mouth.|stage direction
230||"CUT TO:
20  INT. TAVERN                                                     20"|unknown
231||"An empty mug is set on the counter of a medieval drinking
establishment.
CLANSMEN, their faces and clothes smudged with a day's work in
the fields, relax and enjoy the company of their fellow VILLAGERS.
No longer requiring the use of a cane, Conor enters."|stage direction
232||(to owner)|unknown
233|CONOR|Evening, Douglas.|speech
234|DOUGLAS|Conor.|speech
235||The tavern goes silent.  Wary.  The attention is on Conor.|stage direction
236|CONOR|Ale suits me.|speech
237||"The owner unenthusiastically fills Conor a mug.  Conor takes
it and walks to where four other VILLAGERS sit."|stage direction
238|TAVERN MAN #1|"We rather you not be sitting with
us, Conor."|speech
239||Conor looks to the next table.|stage direction
240|TAVERN MAN #2|We be drinking alone as well.|speech
241||The entire tavern spells the same sentiments.|stage direction
242|CONOR|What's wrong with you all?|speech
243||"Silence.
Angered, Conor approaches the second man.  As he looms above
his chair the man in genuine fear pulls out a cross and thrusts
it forward."|stage direction
244|TAVERN MAN #2|Requiem acer'nam donaei-|speech
245|CONOR|What are you doing man?|speech
246|TAVERN MAN #2|-Et lux perpetua-|speech
247|CONOR|"You'll not be bringing the church
into this."|speech
248|TAVERN MAN #2|-Luceat ei-|speech
249||The weird display frightens Conor.|stage direction
250|CONOR|Be quiet.|speech
251|TAVERN MAN #2|-Auditorium nostrum-|speech
252|CONOR|Stop.|speech
253|TAVERN MAN #2|-In nomine sanctus esperitu-|speech
254|CONOR|Stop!|speech
255||"Conor HURLES his mug against the wall.
His nerves shattered, he rushes out."|stage direction
256||21  INT. MACLEOD HUTCH                                              21|unknown
257||"Conor packs a satchel with his few clothes and belongings.
He walks to the doorway where his mother and father wait.
His mother, tears on her cheek, hugs him tightly."|stage direction
258|MOTHER|Please take care of yourself.|speech
259|CONOR|Aye.|speech
260||Conor turns to his father.|stage direction
261|FATHER|I wish there was some other way.|speech
262||They clasp hands.|stage direction
263|FATHER|Goodbye, Conor.|speech
264|CONOR|Goodbye.|speech
265||"Without looking back he passes through the doorway and down the
empty path, his figure quickly fading in the moorish fog."|stage direction
266||"DISSOLVE TO:
22  INT. POLICE DEPARTMENT                                          22"|unknown
267||"The NOISY business-as-usual confusion at the Washington P.D.
processing center.
Amongst the dinge of CLANGING phones and CLACKING typewriters,
a uniformed OFFICER enters something into a computer terminal.
Brenna sits perched on a desk nearby."|stage direction
268|DESK OFFICER|This is against the rules.|speech
269|BRENNA|"So's playing choo-choo with two
high school cheerleaders in the
middle of-"|speech
270|DESK OFFICER|-Okay okay.|speech
271|BRENNA|You owe me.  Besides, I'm cute.|speech
272||The computer returns a reply onto a printer.|stage direction
273||(tears off sheet)|unknown
274|DESK OFFICER|"Taupin, Richard Marshall.  Born
March 16, 1945 in Church Hill,
Maryland.  Received first driver
permit 1967 in Philadelphia."|speech
275|BRENNA|"Church Hill, that's pretty close,
isn't it?"|speech
276|DESK OFFICER|Anything in Maryland is close.|speech
277||23  EXT. GEORGETOWN STREET - DAY                                    23|unknown
278||"Taupin steps out of a Metro station and walks the few blocks
to his brick townhouse.  Climbing the front stairs, he fishes
his keys out of a coat pocket.  About to insert the key he stops,
sensing something.
Backing down the steps, Taupin slips around to the rear of the
building."|stage direction
279||24  INT. TAUPIN HOME                                                24|unknown
280||"Like a spider Taupin pries open a window and slips silently
inside.
The home is dark and still.
Taupin creeps down the hallway and peers into the entryway.
There a MAN, dressed in a tuxedo jacket and nearly imperceptible
in the dim light, is crouched at the front door.
He is holding a sword.
Taupin removes a knife from his pocket and JUMPS the intruder.
The two STRUGGLE fiercely.
Taupin pins the intruder against the carpet and shoves his
knife firmly against the man's throat."|stage direction
281|TAUPIN|Where is he?|speech
282||Bulging eyes stare at him.|stage direction
283|TAUPIN|Where!|speech
284|INTRUDER|I don't know.|speech
285|TAUPIN|What name is he using?|speech
286||"Taupin presses the blade.  A trickle of blood rolls down the
throat."|stage direction
287|INTRUDER|Smith.  Carl Smith.|speech
288|TAUPIN|How many came?|speech
289|INTRUDER|The last four.|speech
290|TAUPIN|And the Bulgarian?|speech
291|INTRUDER|He got him.|speech
292||(hoarse chuckle)|unknown
293|INTRUDER|He always does.  Eventually.|speech
294|TAUPIN|He knows I'm here.  How?|speech
295|INTRUDER|"None of this would be happening
if you hadn't run..."|speech
296||The knife is pressed deeper.|stage direction
297|TAUPIN|_Answer_ me.|speech
298||(gasping)|unknown
299|INTRUDER|"We learned he'd found the immigration
notaries in Liverpool and traced them
to New York.  Then he figured out the
birth records in Church Hill..."|speech
300||25  EXT. RURAL HIGHWAY - DAY                                        25|unknown
301||"A city limit sign announcing the small community of Church
Hill is overtaken by Brenna's sedan."|stage direction
302||26  EXT. ROADSIDE CAFE TELEPHONE BOOTH - DAY                        26|unknown
303||Brenna looks through a telephone book.|stage direction
304|BRENNA|Taupin...Taupin...|speech
305||Nothing.  She closes the book and drums her fingers on the cover.|stage direction
306||27  EXT. COUNTY RECORDS OFFICE - DAY                                27|unknown
307||"An 1860s stone columned affair, far more impressive than the
low-lying town that surrounds it.
Brenna enters."|stage direction
308||28  INT. COUNTY RECORDS OFFICE                                      28|unknown
309||"Brenna sits sifting through a large cloth-bound book entitled
_Certificates of Birth: 1941-1948_."|stage direction
310||(reading)|unknown
311|BRENNA|"Tarmin...Tatum...Taupin, Richard
Marshall.  Born to William and
Karen Taupin, no address.  Attend-
ing physician, Dr. Willis Kidell."|speech
312||29  INT. DR. KIDELL'S HOME                                          29|unknown
313||Dr. Kidell stands at his bookcase leafing through a binder.|stage direction
314|KIDELL|1945, that strains the memory.|speech
315||(after a fashion)|unknown
316|KIDELL|Here we are, Richard Taupin.|speech
317||He carries the binder to the table where Brenna sits.|stage direction
318|KIDELL|Would you like more tea?|speech
319|BRENNA|No thank you, I'm fine.|speech
320||Kidell sips his own and looks over the binder page.|stage direction
321|KIDELL|He was unsual.|speech
322|BRENNA|Why?|speech
323|KIDELL|"Well, this is a small town, and
it was even smaller then.  Most
all the babies I delivered were
from local families.  Richard's
parents were just passing through
when his mother's time came.  I
did it right here at the house."|speech
324|BRENNA|"Then you didn't know Richard
later on."|speech
325|KIDELL|No.|speech
326|BRENNA|"I've been trying to find somebody
who knew him and any connections
his family might have had with
museums or historical societies."|speech
327|KIDELL|"Don't know about any of that.
Suppose nobody does."|speech
328|BRENNA|I don't follow you.|speech
329|KIDELL|"Poor little tyke didn't have a
chance.  Hopelessly premature.  He
died a few days after he was born."|speech
330|BRENNA|The boy _died_?|speech
331|KIDELL|"Mother too.  Sad case it was.  The
young lady just couldn't make it
through labor.  Never even saw her
son."|speech
332||Dr. Kidell removes from the binder a tattered newspaper clipping.|stage direction
333|KIDELL|"My brother worked for the town
paper at the time.  He took this
picture of the funeral."|speech
334||Something in the clipping sparks Brenna's interest.|stage direction
335|BRENNA|"Have you spoken to anyone else
about this?"|speech
336|KIDELL|"There was this one fella.  Asked
a lot of questions.  I was out
of town but I heard he spent near
a full day in the records office."|speech
337|BRENNA|Would you remember his name?|speech
338||(thinks)|unknown
339|KIDELL|Carl Smith.|speech
340||30  INT. POLICE STATION                                             30|unknown
341||"A police line-up.
Seven MEN, all dressed in Santa Claus outfits with bare legs,
are paraded for a small, old LADY."|stage direction
342|OFFICER|Just tell us when you see the one.|speech
343||"Several rows back in the dark sits Brenna's UNCLE JOE, the
district attorney, and another man, his ASSISTANT."|stage direction
344|UNCLE JOE|Forget it.|speech
345|BRENNA|I'm just curious.|speech
346|UNCLE JOE|"You're never ""just curious""."|speech
347||(to assistant)|unknown
348|UNCLE JOE|You've met my neice, Brenna.|speech
349|ASSISTANT|Hi Brenna.|speech
350||(to line-up)|unknown
351|OFFICER|Number 5, lift your coat up more.|speech
352|UNCLE JOE|"Aren't you getting a little old for
this?  You flunked out of law school."|speech
353||(rolls her eyes)|unknown
354|BRENNA|Now there's a new topic.|speech
355|UNCLE JOE|"Don't they have enough for you to
do at the castle?"|speech
356||"Brenna puts on her best little-girl angelic smile, a smile her
uncle can never refuse."|stage direction
357||(sighs)|unknown
358|UNCLE JOE|"Forgers do it all the time.  They
take the birth certificate of some-
one who died young and use it to
get legit I.D.  Usually they carry
it long enough to pass some bad
checks then dump it."|speech
359|BRENNA|Thanks.|speech
360|UNCLE JOE|Call your mother.  You never call her.|speech
361||(to old lady)|unknown
362|OFFICER|Well?|speech
363|OLD LADY|"I don't know.  I'd have to see his
thing."|speech
364||31  INT. BRENNA'S BEDROOM - NIGHT                                   31|unknown
365||"A swath of moonlight shines in across a carafe-turned-vase,
a New England college diploma, and a police uniform hanging
from the bedpost where Brenna lies with another man, DENNIS."|stage direction
366|BRENNA|"I can't figure out why he's doing it.
He's been Richard Taupin at least
since 1967.  And the guys rich.  You
should see the stuff he has in that shop."|speech
367|DENNIS|Maybe he's hiding from something.|speech
368|BRENNA|"Some guy named Smith was asking
about him in Church Hill.  I passed
his name around with your buddies
downtown but they drew a blank.  So
he isn't a cop.  District anyway."|speech
369||Dennis gets out of bed and begins putting on his uniform.|stage direction
370|DENNIS|"Probably just some exec ducking
an ex-wife."|speech
371|BRENNA|"Dr. Kidell had a picture in his
file of the funeral.  The father
looked just like Richard.  Even had
a mark on his cheek."|speech
372|DENNIS|How old is Richard?|speech
373|BRENNA|"P.D. says 41, but he barely looks
30."|speech
374|DENNIS|"Find the father.  That should clear
things up."|speech
375||He buttons his shirt.  Something occurs to him.|stage direction
376|DENNIS|"Taupin, isn't that the guy Moran
picked up the other night?"|speech
377|BRENNA|Yeah.|speech
378|DENNIS|He'd want to know about all this.|speech
379|BRENNA|"Mr. Congeniality?  Let him find his
own clues.  There's a journal article
in this somewhere."|speech
380||(shakes head)|unknown
381|DENNIS|"Uncle Joey's little girl.  Can't
get the taste out of her mouth."|speech
382||Dennis puts on his police cap.|stage direction
383|DENNIS|Well, the cream of society awaits.|speech
384||(cocks hat to one side)|unknown
385|DENNIS|If you're ever in the neighborhood...|speech
386|BRENNA|Sure.|speech
387||32  EXT. RIVER EMBANKMENT - NIGHT                                   32|unknown
388||"POLICE OFFICERS, their flashlights cutting the darkness, search
the mud shores of a Potomac tidal basin.  The glowing Jefferson
Memorial can be seen in the distance.
DETECTIVE MORAN
Is supervising.  An OFFICER climbs up the embankment to him."|stage direction
389|OFFICER|They found it.|speech
