|character|text|type
221|"QUIETLY;
JULIE"|"I never gave you that.
The champagne bottle is replaced by a shot of a record album
turning on a player. The music plays over the image. Haunting.
Romantic."|speech
222|VOICE|"Finally, the single Love in the ark
The song continues. Julie smiles, swept away by it."|speech
223|VOICE|"This song was playing when the two
first kissed.
A high school prom picture comes up on the screen.
Peyton in an awkwardly fitting tux and Julie, a
blossoming beauty. In the slide, they have been
caught kissing."|speech
224|VOICE|"Now let us leave our test-subjects.
The sunset again. ov in the Dark theme plays over it,. and
eventually fades away."|speech
225|CONTINUED|31.|speech
226|"52 CONTINUED(5)
VOICE"|"Love. It's fundamental nature still
eludes modern Science. Yet
researchers across the globe continue
to study this ancient and powerful
phenomenon. Hoping one day, to unlock
love's mystery.
Credits come on. A Westlake/Yanagita Presentation. Etc. Peyton
The lights in the lab come on. Julie turns around.
steps out from behind the slide projector."|speech
227|PEYTON|Pretty stupid, huh?|speech
228|JULIE|I thought it was beautiful-|speech
229|PEYTON|"Yakitito helped. I just wanted you to
see it. It was just something I
wanted you to. . know."|speech
230|JULIE|"I know.
Peyton wraps his arms about her. Julie moves close and they
kiss."|speech
231|"DISSOLVE TO:
53"|"53 INT. WESTLAKE LAB - NIGHT
The test-tubes vibrate
WE PAN along racks of test-tubes-"|speech
232||like wind-chimes, fall still, then vibrate again... OUR PAN e.|stage direction
233||FOLD-OUT|location
234|"DISSOLVE TO:
53"|"HALTS on Peyton an�EuRl et� y heircloveamaking�v
The test-tubes CLA h thm"|speech
235||to th DISSOLVE TO:|stage direction
236|54|"54 LATER THAT NIGHT
Peyton watches Julie as she sleeps, his shadow crossing her
beautiful face. He strokes her hair."|speech
237|CUT TO:|"32.
55 INT WESTLAKE LAB - MORNING 55
Sunshine streams through the sheers of the window onto
Julie's shoulder. She sits on the bed going over some papers,
her expression increasingly disturbed.
Julie punches a number into the phone."|speech
238|JULIE|".Dale Gorson, please...
Peyton's hand enters with a mug of coffee, which he sets on
the papers in front of her."|speech
239|JULIE|"Peyton!
Julie takes the mug away; it has indeed left a brown circle
on the topmost memo.
Julie smiles at him. Then:"|speech
