|character|text|type
332|PARTIDA|"...you have the right to remain
silent. You have the right to have
an attorney present at all times.
Anything you say may be used against
you in a court of law..."|speech
333||INT. EDDIE'S CAR - DAY|location
334||"Eddie and Kosalas are parked on an airport access road,
watching private planes land and take off. Eddie's car, a
five-year old Chevy, is wreckage. The quarter panels are
rusted, the radio antenna is a coathanger, and when Kosalas
pushes a tape into the cassette player, the windshield wipers
start moving.
Kosalas pops the cassette out, the windshield wipers stop;
he throws the cassette into the glove compartment. But now
he can't get the door to stay closed."|stage direction
335|EDDIE|I'm going to have to fix that.|speech
336||"Eddie has to shout to be heard over the sound of an airplane
passing directly overhead.
Eddie glances at Kosalas who looks uncomfortable."|stage direction
337|EDDIE|"You know, it's kind of interesting.
That 16 year old in the hallway with
the gun? Partida told me he doesn't
have a record. The kid's never been
arrested."|speech
338|KOSALAS|"Yeah, well, you know, if you read
the papers, cops only shoot honor
students. Sole support of the family
and all that."|speech
339||EXT. AIRPORT - DAY|location
340||"The airport bristles with corporate jets departing and
arriving."|stage direction
341|TOWER (V.O.)|"...Lear 9 Lima Kilo number 2 for
landing -- wind south 20, altimeter
two-niner-niner-two..."|speech
342||"And now comes a mystery jet, wearing no company colors,
banking in over Lake Point Tower and WHISTLING low over the
Planetarium to a touchdown.
The white Learjet taxis to a halt at the far end of the field
as an undistinguished Buick rolls down the ramp to meet it.
Eddie and Kosalas stand by their car, parked across the runway
from the Learjet.
The jet's engines shut down, the door opens, and a grim but
handsome man emerges. LUIS COMACHO, a cruel and uncompromising
survivor, has arrived. With him is an incredibly beautiful
exotic woman.
He is met by Pompas and Efren Comacho, the two lookouts who
survived the raid. And Victor Comacho, who was wounded in
the raid, is here with his shoulder bandaged."|stage direction
343||EXT. EDDIE'S CAR - DAY|location
344||"From where Eddie and Kosalas are standing it is impossible
to hear the conversation at the Learjet, but it is clear
that Luis Comacho is upset. They see Luis slap Pompas and
Efren. Then he grabs Victor by both arms, ignoring his wound,
and screams at him."|stage direction
345|KOSALAS|"Nice fellow this Luis Comacho. Donato
says they call him the Angel-of-Death."|speech
346||Victor grimaces, in great pain, and his knees buckle.|stage direction
347|EDDIE|Real sweetheart.|speech
348||INT. LUNA'S HOUSE - DAY|location
349||"In the dining room DIANA LUNA, a pretty 19 year old, helps
her 80 year old grandmother THERESA decorate a ""HAPPY
BIRTHDAY"" banner, some red and green crepe paper."|stage direction
350|MOLLY LUNA (O.S.)|Now?|speech
351|DIANA|No!|speech
352||"Diana and her grandmother grin at each other. They are done.
Theresa stands back to admire their work."|stage direction
353|MOLLY (O.S.)|Now?|speech
354|DIANA|Mama!|speech
355||A PHONE RINGS|stage direction
