|character|text|type
209||"CHARLIE'S ANGELS - 8/18/99                                   14.
CONTINUED:
Behind the Blonde, ISAAC HAYES looks out.      He's also topless."|stage direction
210||ISAAC HAYES|unknown
211|NATALIE (CONT'D)|Bobby?|speech
212||BOB|unknown
213|NATALIE (CONT'D)|Damn.|speech
214||Beyond weirded out, Natalie just leaves.|stage direction
215||CUT TO:|unknown
216||EXT. SUNSET BOULEVARD - DAY|location
217||"Passing cars reveal the one and only CHARLES TOWNSEND
DETECTIVE AGENCY. That's what the sign says."|stage direction
218||INT. CHARLES TOWNSEND DETECTIVE AGENCY - DAY|location
219||"In foreground, a blender WHIRRS. Still hungover, Dylan
cringes from the sound. Natalie pours out three fruit
smoothies for the angels."|stage direction
220|NATALIE|"Just once, I want to date a normal
man, without a wife, or a drug
addiction, or bondage issues."|speech
221||DYLAN|unknown
222|NATALIE|Here here.|speech
223||She and Natalie toast.       Alex is only half-in. Off their look...|stage direction
224||ALEX|unknown
225|NATALIE|What?    I've got a great relationship.|speech
226|DYLAN|"Your boyfriend thinks you're a
secretary."|speech
227|ALEX|That way, he doesn't ask about my work.|speech
228||Bosley walks in with a folder.       He eyes their drinks.|stage direction
229|NATALIE|"I'm sorry, Bosley. I only made
enough for three."|speech
230|BOSLEY|No, that's...That's okay.|speech
231||"It's not okay, but that's our Bosley. He takes his seat
behind his desk. Now we see the biggest addition to the
office, the Angels Wall of Fame."|stage direction
232||(CONTINUED)|unknown
233||"CHARLIE'S ANGELS - 8/18/99                              15.
CONTINUED:
Pictures of every angel, from the original cast members to some
fictitious ones we've never seen before. The rest of the office
is exactly as we remember it, right down to the
SPEAKERPHONE."|stage direction
234|CHARLIE'S VOICE|Good morning, Angels.|speech
235||(sing-songy)|unknown
236|ANGELS|Good morning, Charlie.|speech
237||The angels take a seat on couches and chairs.|stage direction
238|CHARLIE'S VOICE|"I'm sorry to call you back from
vacation, but we've got a case
that just can't wait."|speech
239||"As he's talking, the far blinds close themselves. A white
screen lowers from the ceiling, ready to catch the
projected VIDEO:
A handsome MAN IN HIS 20'S in a CNN profile. The sound is
muted, be we see him attending a gala; in an office surrounded
by computers; rock climbing; smiling in a sit-down interview."|stage direction
240|CHARLIE'S VOICE (CONT'D)|Meet Eric Knox.|speech
241|NATALIE|He's cute.|speech
242|BOSLEY|He is.|speech
243||Oops, did Bosley say that out loud?|stage direction
244|CHARLIE'S VOICE|"He's 28-years old, and in three days
he'll be a billionaire, when his
company, Knox Technologies, goes public."|speech
245|DYLAN|It's good to be him.|speech
246|ALEX|So what's the catch?|speech
247|CHARLIE'S VOICE|"Last night, Knox was kidnapped
from his own office."|speech
248||"ON VIDEO: Surveillance camera footage of a parking
garage. Two MEN IN HOODS shove Knox into black car."|stage direction
249||(CONTINUED)|unknown
