|character|text|type
276||"Kevlar body armor gets stowed-- An elephant gun gets buffed
to a high shine-- Vintage Ww11 German Potato-Masher hand-
grenades are lovingly wrapped in terry cloth towels."|stage direction
277|LOCKE (CONT'D)|"...then it is being made by those of
the strictest professional caliber..."|speech
278||"Torture-tools; curved cutting implements, serrated bone saws,
skull keys, a portable blowtorch, blackened with burned
blood...all packed neatly into a duffel bag--"|stage direction
279|LOCKE (CONT'D)|"...They are cold-blooded, ruthless,
and without restraint...and they
must not succeed."|speech
280||"A gun is aimed, a trigger pulled...""BOOM""
SMASH CUT TO BLACK
FADE UP ON:"|stage direction
281||INT. HOSPITAL ROOM -- MORNING|location
282||"Daybreak. Sunlight streams in, soft suffusion, the color of
good scotch. PRIMO SPARAZZA, 86, lies on a hospital bed, an
O2 mask shrouding deep-set, sunken eyes, cataract-grey, gazing
out at a four-walled world. Someone enters the room, awaiting
approval to approach...Sparazza, turning, seeing the man,
summoning him over with a feeble finger wag. The man reaches
him, kneeling down, ring-kissing reverent, whispering:"|stage direction
283|MAN|...he's here now...|speech
284||"Sparazza nods. The man exits. After a moment, the door opens
again...and another MAN enters, walking slowly toward
Sparazza's bedside. He sets down his luggage, a black leather
valise. The travel tags originate in Stockholm:
The Swede has arrived.
FADE TO BLACK
FADE UP ON:
Soaring across the pristine deep blue waters of Lake Tahoe.
Rising, revealing the gaudy, mirrored glass tower of the
NOMAD HOTEL & CASINO. We slowly DISSOLVE TO:"|stage direction
285||20.|unknown
286||INT. PENTHOUSE SUITE -- NOMAD HOTEL & CASINO -- MORNING|location
